AREA_INF;PUERTO_PRESCRITO;PUERTO;COD_PUERTO;PESQUERIA;ESTRATO_RIM;COD_ORIGEN;ARTE;COD_ARTE;METIER_DCF;CALADERO_DCF
AC;Avilés / Gijón;Gijón;1417;BACA_CN / JURELERA_CN;BACA_CN;010;baca;102;OTB_DEF_>=55_0_0;Iberian (VIIIc-IX)
AC;Avilés / Gijón;Gijón;1417;PAREJA_CN;PAREJA_CN;010;pareja;104;PTB_MPD_>=55_0_0;Iberian (VIIIc-IX)
AC;Avilés / Gijón;Gijón;1417;BETA_CN / TRASMALLO_CN;TRASMALL_CN;010;trasmallo;204;GTR_DEF_60-79_0_0;Iberian (VIIIc-IX)
AC;Avilés / Gijón;Gijón;1417;LINEA_CABALLA;LIN_CABALLA;008;líneas fijas;311;LHM_SPF_0_0_0;Iberian (VIIIc-IX)
AC;Avilés / Gijón;Gijón;1417;BETA_CN / TRASMALLO_CN;BETA_CN;009;beta;201;GNS_DEF_60-79_0_0;Iberian (VIIIc-IX)
AC;Avilés / Gijón;Gijón;1417;BETA_CN / TRASMALLO_CN;BETA_CN;010;beta;201;GNS_DEF_60-79_0_0;Iberian (VIIIc-IX)
AC;Avilés / Gijón;Gijón;1417;CERCO_CN;CERCO_CN;009;cerco;601;PS_SPF_0_0_0;Iberian (VIIIc-IX)
AC;Avilés / Gijón;Gijón;1417;CERCO_CN;CERCO_CN;008;cerco;601;PS_SPF_0_0_0;Iberian (VIIIc-IX)
AC;Avilés / Gijón;Gijón;1417;LINEA_CABALLA;LIN_CABALLA;009;líneas fijas;311;LHM_SPF_0_0_0;Iberian (VIIIc-IX)
AC;Avilés / Gijón;Gijón;1417;BACA_CN / JURELERA_CN;JURELERA_CN;009;baca;102;OTB_MPD_>=55_0_0;Iberian (VIIIc-IX)
AC;Avilés / Gijón;Gijón;1417;BACA_CN / JURELERA_CN;BACA_CN;009;baca;102;OTB_DEF_>=55_0_0;Iberian (VIIIc-IX)
AC;Avilés / Gijón;Gijón;1417;BETA_CN / TRASMALLO_CN;TRASMALL_CN;009;trasmallo;204;GTR_DEF_60-79_0_0;Iberian (VIIIc-IX)
AC;Avilés / Gijón;Gijón;1417;CERCO_CN;CERCO_CN;038;cerco;601;PS_SPF_0_0_0;Bay of Biscay (VIIIabde)
AC;Avilés / Gijón;Gijón;1417;CERCO_CN;CERCO_CN;010;cerco;601;PS_SPF_0_0_0;Iberian (VIIIc-IX)
AC;Avilés / Gijón;Gijón;1417;BACA_CN / JURELERA_CN;JURELERA_CN;010;baca;102;OTB_MPD_>=55_0_0;Iberian (VIIIc-IX)
AC;Avilés / Gijón;Gijón;1417;BETA_CN / TRASMALLO_CN;TRASMALL_CN;008;trasmallo;204;GTR_DEF_60-79_0_0;Iberian (VIIIc-IX)
AC;Avilés / Gijón;Gijón;1417;PAREJA_CN;PAREJA_CN;008;pareja;104;PTB_MPD_>=55_0_0;Iberian (VIIIc-IX)
GC;Isla Cristina;Isla Cristina;0110;ENMALLE_GC / TRASMALLO_GC;ENMALLE_GC;011;enmalle;200;GNS_DEF_40-59_0_0;Iberian (VIIIc-IX)
GC;Isla Cristina;Isla Cristina;0110;ENMALLE_GC / TRASMALLO_GC;TRASMALL_GC;011;trasmallo;204;GTR_DEF_50-59_0_0;Iberian (VIIIc-IX)
AC;Llanes;Llanes;1423;PALANGRE_CN;PALANGRE_CN;010;palangre de fondo;302;LLS_DEF_0_0_0;Iberian (VIIIc-IX)
AC;Llanes;Llanes;1423;PALANGRE_CN;PALANGRE_CN;009;palangre de fondo;302;LLS_DEF_0_0_0;Iberian (VIIIc-IX)
AC;Llanes;Llanes;1423;RASCO_CN;RASCO_CN;008;rasco;203;GNS_DEF_>=100_0_0;Iberian (VIIIc-IX)
AC;Llanes;Llanes;1423;RASCO_CN;RASCO_CN;009;rasco;203;GNS_DEF_>=100_0_0;Iberian (VIIIc-IX)
AC;Llanes;Llanes;1423;PALANGRE_CN;PALANGRE_CN;008;palangre de fondo;302;LLS_DEF_0_0_0;Iberian (VIIIc-IX)
AC;Luarca;Luarca;1420;VOLANTA_CN;VOLANTA_CN;008;volanta;202;GNS_DEF_80-99_0_0;Iberian (VIIIc-IX)
AC;Luarca;Luarca;1420;VOLANTA_CN;VOLANTA_CN;009;volanta;202;GNS_DEF_80-99_0_0;Iberian (VIIIc-IX)
AC;Luarca;Luarca;1420;VOLANTA_CN;VOLANTA_CN;010;volanta;202;GNS_DEF_80-99_0_0;Iberian (VIIIc-IX)
GS;Marín;Marín;0921;BACA_CN / JURELERA_CN;BACA_CN;009;baca;102;OTB_DEF_>=55_0_0;Iberian (VIIIc-IX)
GS;Marín;Marín;0921;BACA_CN / JURELERA_CN;JURELERA_CN;010;baca;102;OTB_MPD_>=55_0_0;Iberian (VIIIc-IX)
GS;Marín;Marín;0921;BACA_CN / JURELERA_CN;BACA_CN;008;baca;102;OTB_DEF_>=55_0_0;Iberian (VIIIc-IX)
GS;Marín;Marín;0921;BACA_CN / JURELERA_CN;JURELERA_CN;009;baca;102;OTB_MPD_>=55_0_0;Iberian (VIIIc-IX)
GS;Marín;Marín;0921;BACA_CN / JURELERA_CN;BACA_CN;010;baca;102;OTB_DEF_>=55_0_0;Iberian (VIIIc-IX)
GS;Marín;Marín;0921;BACA_CN / JURELERA_CN;JURELERA_CN;008;baca;102;OTB_MPD_>=55_0_0;Iberian (VIIIc-IX)
GS;Muros;Muros;0914;NASAPULPO_CN;NASAPULP_CN;010;nasa;502;FPO_MOL_0_0_0;Iberian (VIIIc-IX)
GS;Muros;Muros;0914;NASAPULPO_CN;NASAPULP_CN;009;nasa;502;FPO_MOL_0_0_0;Iberian (VIIIc-IX)
GS;Muros;Muros;0914;BETA_CN / TRASMALLO_CN;BETA_CN;010;beta;201;GNS_DEF_60-79_0_0;Iberian (VIIIc-IX)
GS;Muros;Muros;0914;BETA_CN / TRASMALLO_CN;TRASMALL_CN;009;trasmallo;204;GTR_DEF_60-79_0_0;Iberian (VIIIc-IX)
GS;Muros;Muros;0914;NASAPULPO_CN;NASAPULP_CN;008;nasa;502;FPO_MOL_0_0_0;Iberian (VIIIc-IX)
GS;Muros;Muros;0914;BETA_CN / TRASMALLO_CN;BETA_CN;008;beta;201;GNS_DEF_60-79_0_0;Iberian (VIIIc-IX)
GS;Muros;Muros;0914;BETA_CN / TRASMALLO_CN;TRASMALL_CN;008;trasmallo;204;GTR_DEF_60-79_0_0;Iberian (VIIIc-IX)
GS;Muros;Muros;0914;BETA_CN / TRASMALLO_CN;TRASMALL_CN;010;trasmallo;204;GTR_DEF_60-79_0_0;Iberian (VIIIc-IX)
GS;Muros;Muros;0914;BETA_CN / TRASMALLO_CN;BETA_CN;009;beta;201;GNS_DEF_60-79_0_0;Iberian (VIIIc-IX)
GC;Rota;Rota;0117;ENMALLE_GC / TRASMALLO_GC;ENMALLE_GC;011;enmalle;200;GNS_DEF_40-59_0_0;Iberian (VIIIc-IX)
GC;Rota;Rota;0117;ENMALLE_GC / TRASMALLO_GC;TRASMALL_GC;011;trasmallo;204;GTR_DEF_50-59_0_0;Iberian (VIIIc-IX)
AC;S. Vicente;San Vicente de la Barquera;0405;LINEA_CABALLA;LIN_CABALLA;008;líneas fijas;311;LHM_SPF_0_0_0;Iberian (VIIIc-IX)
AC;S. Vicente;San Vicente de la Barquera;0405;LINEA_CABALLA;LIN_CABALLA;009;líneas fijas;311;LHM_SPF_0_0_0;Iberian (VIIIc-IX)
AC;S. Vicente;San Vicente de la Barquera;0405;RASCO_CN;RASCO_CN;009;rasco;203;GNS_DEF_>=100_0_0;Iberian (VIIIc-IX)
AC;S. Vicente;San Vicente de la Barquera;0405;RASCO_CN;RASCO_CN;008;rasco;203;GNS_DEF_>=100_0_0;Iberian (VIIIc-IX)
GC;San Lucar de Barrameda;Sanlúcar de Barrameda;0116;ENMALLE_GC / TRASMALLO_GC;ENMALLE_GC;011;enmalle;200;GNS_DEF_40-59_0_0;Iberian (VIIIc-IX)
GC;San Lucar de Barrameda;Sanlúcar de Barrameda;0116;ENMALLE_GC / TRASMALLO_GC;TRASMALL_GC;011;trasmallo;204;GTR_DEF_50-59_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;BACA_CN / JURELERA_CN;BACA_CN;008;baca;102;OTB_DEF_>=55_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;PAREJA_CN;PAREJA_CN;009;pareja;104;PTB_MPD_>=55_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;BETA_CN / TRASMALLO_CN;TRASMALL_CN;010;trasmallo;204;GTR_DEF_60-79_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;CERCO_CN;CERCO_CN;010;cerco;601;PS_SPF_0_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;BETA_CN / TRASMALLO_CN;BETA_CN;010;beta;201;GNS_DEF_60-79_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;BACA_CN / JURELERA_CN;BACA_CN;009;baca;102;OTB_DEF_>=55_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;PALANGRE_CN;PALANGRE_CN;008;palangre de fondo;302;LLS_DEF_0_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;BETA_CN / TRASMALLO_CN;BETA_CN;008;beta;201;GNS_DEF_60-79_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;BACA_CN / JURELERA_CN;BACA_CN;010;baca;102;OTB_DEF_>=55_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;BACA_CN / JURELERA_CN;JURELERA_CN;008;baca;102;OTB_MPD_>=55_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;PAREJA_CN;PAREJA_CN;010;pareja;104;PTB_MPD_>=55_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;BETA_CN / TRASMALLO_CN;TRASMALL_CN;009;trasmallo;204;GTR_DEF_60-79_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;CERCO_CN;CERCO_CN;038;cerco;601;PS_SPF_0_0_0;Bay of Biscay (VIIIabde)
GS;Ribeira;Santa Eugenia de Ribeira;0917;BACA_CN / JURELERA_CN;JURELERA_CN;009;baca;102;OTB_MPD_>=55_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;PAREJA_CN;PAREJA_CN;008;pareja;104;PTB_MPD_>=55_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;BETA_CN / TRASMALLO_CN;BETA_CN;009;beta;201;GNS_DEF_60-79_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;PALANGRE_CN;PALANGRE_CN;010;palangre de fondo;302;LLS_DEF_0_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;BACA_CN / JURELERA_CN;JURELERA_CN;010;baca;102;OTB_MPD_>=55_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;PALANGRE_CN;PALANGRE_CN;009;palangre de fondo;302;LLS_DEF_0_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;CERCO_CN;CERCO_CN;008;cerco;601;PS_SPF_0_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;CERCO_CN;CERCO_CN;009;cerco;601;PS_SPF_0_0_0;Iberian (VIIIc-IX)
GS;Ribeira;Santa Eugenia de Ribeira;0917;BETA_CN / TRASMALLO_CN;TRASMALL_CN;008;trasmallo;204;GTR_DEF_60-79_0_0;Iberian (VIIIc-IX)
AC;Santander;Santander;0402;BETA_CN / TRASMALLO_CN;TRASMALL_CN;010;trasmallo;204;GTR_DEF_60-79_0_0;Iberian (VIIIc-IX)
AC;Santander;Santander;0402;BETA_CN / TRASMALLO_CN;BETA_CN;010;beta;201;GNS_DEF_60-79_0_0;Iberian (VIIIc-IX)
AC;Santander;Santander;0402;BETA_CN / TRASMALLO_CN;BETA_CN;009;beta;201;GNS_DEF_60-79_0_0;Iberian (VIIIc-IX)
AC;Santander;Santander;0402;BETA_CN / TRASMALLO_CN;TRASMALL_CN;009;trasmallo;204;GTR_DEF_60-79_0_0;Iberian (VIIIc-IX)
AC;Santander;Santander;0402;BETA_CN / TRASMALLO_CN;BETA_CN;008;beta;201;GNS_DEF_60-79_0_0;Iberian (VIIIc-IX)
AC;Santander;Santander;0402;BETA_CN / TRASMALLO_CN;TRASMALL_CN;008;trasmallo;204;GTR_DEF_60-79_0_0;Iberian (VIIIc-IX)
AC;Santoña;Santoña;0409;LINEA_CABALLA;LIN_CABALLA;009;líneas fijas;311;LHM_SPF_0_0_0;Iberian (VIIIc-IX)
AC;Santoña;Santoña;0409;PALANGRE_CN;PALANGRE_CN;008;palangre de fondo;302;LLS_DEF_0_0_0;Iberian (VIIIc-IX)
AC;Santoña;Santoña;0409;PALANGRE_CN;PALANGRE_CN;009;palangre de fondo;302;LLS_DEF_0_0_0;Iberian (VIIIc-IX)
AC;Santoña;Santoña;0409;RASCO_CN;RASCO_CN;009;rasco;203;GNS_DEF_>=100_0_0;Iberian (VIIIc-IX)
AC;Santoña;Santoña;0409;CERCO_CN;CERCO_CN;038;cerco;601;PS_SPF_0_0_0;Bay of Biscay (VIIIabde)
AC;Santoña;Santoña;0409;CERCO_CN;CERCO_CN;009;cerco;601;PS_SPF_0_0_0;Iberian (VIIIc-IX)
AC;Santoña;Santoña;0409;LINEA_CABALLA;LIN_CABALLA;008;líneas fijas;311;LHM_SPF_0_0_0;Iberian (VIIIc-IX)
AC;Santoña;Santoña;0409;PALANGRE_CN;PALANGRE_CN;010;palangre de fondo;302;LLS_DEF_0_0_0;Iberian (VIIIc-IX)
AC;Santoña;Santoña;0409;CERCO_CN;CERCO_CN;010;cerco;601;PS_SPF_0_0_0;Iberian (VIIIc-IX)
AC;Santoña;Santoña;0409;CERCO_CN;CERCO_CN;008;cerco;601;PS_SPF_0_0_0;Iberian (VIIIc-IX)
AC;Santoña;Santoña;0409;RASCO_CN;RASCO_CN;008;rasco;203;GNS_DEF_>=100_0_0;Iberian (VIIIc-IX)
AC;Suances;Suances;0403;VOLANTA_CN;VOLANTA_CN;010;volanta;202;GNS_DEF_80-99_0_0;Iberian (VIIIc-IX)
AC;Suances;Suances;0403;VOLANTA_CN;VOLANTA_CN;008;volanta;202;GNS_DEF_80-99_0_0;Iberian (VIIIc-IX)
AC;Suances;Suances;0403;VOLANTA_CN;VOLANTA_CN;009;volanta;202;GNS_DEF_80-99_0_0;Iberian (VIIIc-IX)
GC;Tarifa;Tarifa;0105;VORACERA_GC;VORACERA_GC;011;líneas móviles;327;LHM_DWS_0_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;PALANGRE_CN;PALANGRE_CN;008;palangre de fondo;302;LLS_DEF_0_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;BETA_CN / TRASMALLO_CN;BETA_CN;010;beta;201;GNS_DEF_60-79_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;BACA_CN / JURELERA_CN;JURELERA_CN;008;baca;102;OTB_MPD_>=55_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;BACA_CN / JURELERA_CN;BACA_CN;010;baca;102;OTB_DEF_>=55_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;PALANGRE_CN;PALANGRE_CN;009;palangre de fondo;302;LLS_DEF_0_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;CERCO_CN;CERCO_CN;008;cerco;601;PS_SPF_0_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;PALANGRE_CN;PALANGRE_CN;010;palangre de fondo;302;LLS_DEF_0_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;RAPANTEROS_AC;RAPANTER_AC;001;baca;102;OTB_DEF_70-99_0_0;Western Scotland (VI)
GS;Vigo;Vigo;0922;BACA_CN / JURELERA_CN;BACA_CN;008;baca;102;OTB_DEF_>=55_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;BETA_CN / TRASMALLO_CN;BETA_CN;009;beta;201;GNS_DEF_60-79_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;RAPANTEROS_AC;RAPANTER_AC;002;baca;102;OTB_DEF_70-99_0_0;Celtic Sea (VIIfgh)/Western Ireland (VIIbcjk)
GS;Vigo;Vigo;0922;BETA_CN / TRASMALLO_CN;TRASMALL_CN;009;trasmallo;204;GTR_DEF_60-79_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;BACA_CN / JURELERA_CN;JURELERA_CN;009;baca;102;OTB_MPD_>=55_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;BETA_CN / TRASMALLO_CN;BETA_CN;008;beta;201;GNS_DEF_60-79_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;BACA_CN / JURELERA_CN;BACA_CN;009;baca;102;OTB_DEF_>=55_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;BACA_APN;BACA_APN;012;baca;102;OTB_DEF_>=55_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;BACA_CN / JURELERA_CN;JURELERA_CN;010;baca;102;OTB_MPD_>=55_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;BETA_CN / TRASMALLO_CN;TRASMALL_CN;010;trasmallo;204;GTR_DEF_60-79_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;CERCO_CN;CERCO_CN;010;cerco;601;PS_SPF_0_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;CERCO_CN;CERCO_CN;009;cerco;601;PS_SPF_0_0_0;Iberian (VIIIc-IX)
GS;Vigo;Vigo;0922;CERCO_CN;CERCO_CN;038;cerco;601;PS_SPF_0_0_0;Bay of Biscay (VIIIabde)
GS;Vigo;Vigo;0922;BETA_CN / TRASMALLO_CN;TRASMALL_CN;008;trasmallo;204;GTR_DEF_60-79_0_0;Iberian (VIIIc-IX)
